38.7952459044755 4.32998708914965 30.1511258239803
1.52182422578335 28.4175591124222 -0.267847653002934
58.841248434037 2.70836879499257 27.4893842103418
21.3073292188346 24.6600600820966 54.9634363930816
74.2349739000201 19.9090925208293 0.315649129428991
25.1136216707528 5.77191920718178 65.2862918187233
66.5945194289088 21.6332340356894 40.2128064453037
63.9438471011817 16.598301648628 25.479626200518
23.506081122905 8.58313309494406 62.4001738694845
26.1822886578739 10.2573033655062 44.2577055579413
36.207328364253 20.9175848867744 20.2473676799039
47.4574169144034 3.3852116111666 22.2484988330538
39.6168803423643 5.68405431462452 38.1174199113526
0.620654374361038 23.5970354313031 0.179773575037659
51.3481106050313 15.901738232933 10.8614449697924
12.6526196300983 5.3668180690147 71.1334093698056
44.2185492254794 5.5843005864881 40.0694583515734
70.4187627322972 26.5159134403802 1.26320643910322
24.0249791368842 24.6128321299329 50.7082647565963
67.5355651788414 0.760664236731827 0.87471109867264
42.9636571370065 22.3407259234227 23.902782653491
64.0645383298397 19.566872685682 36.4032574641925
35.8322768472135 29.0292258909903 1.1632678450133
6.09938813373446 10.286080786027 13.6104640538041
0 0 -0.408706918849556
0 15 0.0949641034999043
0 23 0.00288690769979131
7 3 12.0077110608473
7 7 39.7977707811583
10 16 23.2378467097324
10 27 12.8937212562338
11 11 43.5647507754037
12 21 50.6761404438568
12 25 50.9224620478044
13 8 69.0152234822909
16 12 48.6509869081414
17 27 29.2789494160474
20 3 46.3822584539214
20 7 75.4704323820733
20 9 65.1373205398626
20 14 38.4734051017647
20 17 38.9430756835009
20 28 -0.134819509234277
22 23 58.4215540409266
28 0 -0.360018754299712
30 16 15.1305758377323
29 19 26.2102539232749
29 29 0.720696508315636
37 25 20.8216118330219
41 12 10.010423423186
43 17 1.72800548736199
41 27 0.754560168064834
45 20 15.1493077649948
50 26 16.59445713868
50 30 -0.480683798074511
55 8 52.4762015275749
55 13 22.8606591409972
59 0 0.325905056851887
60 20 38.5000151677518
60 22 47.603466608991
61 8 59.1262819973432
63 25 43.2308600795828
68 24 37.6035259182188
68 27 4.81322990851821
67 28 -0.414989707781582
71 21 17.0949725383831
69 19 19.3347277061027
75 17 0.694389623756286
68 12 24.4192675456988
80 10 -0.0922222188193569
70 6 42.9855024844212
77 2 0.421951009943673
